flight_icao,dep_iata,arr_iata,aircraft_icao
THY40W,IST,JNB,A359
THY412,VKO,IST,A332
THY419,IST,VKO,A332
THY428,KZN,IST,A321
THY47M,LOS,IST,A333
THY54,IST,SIN,B77W
THY55,SIN,IST,B77W
THY551,BKO,IST,B38M
THY56,IST,CGK,B77W
THY5TJ,IAD,IST,B789
THY5UF,TBS,SAW,B738
THY60,IST,KUL,B77W
THY6175,PEK,IST,A333
THY6207,HYD,IST,A332
THY6212,IST,BKK,B77L
THY6219,BOM,IST,B77L
THY6230,ALA,MFM,A332
THY6269,SZX,FRU,A332
THY630,ACC,IST,A333
THY6371,DWC,IST,A332
THY6419,CMN,MXP,A332
THY6436,IAH,IST,B77L
THY6439,DSS,GRU,B77L
THY6455,NBO,IST,A332
THY646,IST,MGQ,B38M
THY6531,CAN,FRU,B77L
THY656,ALG,IST,B738
THY66,IST,DPS,B789
THY68,IST,BKK,A333
THY693,CAI,IST,A21N
THY697,HBE,IST,B38M
THY6CL,TZX,IST,B38M
THY70,IST,HKG,B77W
THY709K,KHI,IST,A333
THY711D,ISB,IST,A333
THY713,DAC,IST,A359
THY715E,LHE,IST,A332
THY7160,OMS,AYT,B738
THY7168,CEK,AYT,B738
THY717,DEL,IST,B77W
THY721,BOM,IST,B77W
THY722,IST,DAC,A333
THY7279,GZT,SAW,B738
THY730,IST,MLE,A333
THY7415,TZX,SAW,B738
THY7511,ADB,SAW,B738
THY761,DXB,IST,B77W
THY762,IST,DXB,A359
THY7675,BAH,SAW,B738
THY7679,KWI,SAW,A21N
THY7689,IKA,SAW,B738
THY770,IST,KWI,A21N
THY7703,GYD,SAW,B738
THY775,MCT,IST,A21N
THY776,PEE,AYT,B738
THY7775,SHJ,SAW,B738
THY7777,VKO,AYT,A321
THY779,BAH,IST,A321
THY781,DOH,IST,A332
THY7873,CGN,SAW,B738
THY7885,PRN,AYT,B738
THY7916,TLL,AYT,B39M
THY796,IST,NJF,A321
THY798,IST,BSR,A320
THY801,PTY,IST,B77W
THY829,BEY,IST,A333
THY84,IST,MNL,A359
THY84U,ORD,IST,B789
THY869,AUH,IST,A21N
THY873,IKA,IST,A333
THY875,IKA,IST,A333
THY882,IST,TBZ,B738
THY885,SYZ,IST,A321
THY889,MHD,IST,A321
THY8DL,ABV,IST,A333
THY8YL,COO,IST,A333
THY90,IST,ICN,B77W
THY911,JED,SAW,B738
THY915,RUH,SAW,B738
THY95,JED,IST,A333
THY9SR,ATH,IST,A320
THY9WS,ECN,IST,B738
TIW1524,CCS,BOG,A30B
TLM703,HDY,DMK,B738
TLM901,CAN,DMK,B739
TMT1806,CGN,MXP,A321
TNO300,MEX,GDL,B762
TOK8720,LAE,HKN,AT76
TOK8902,POM,LNV,AT76
TOK8924,LNV,RAB,AT76
TOM175,VRA,MAN,B789
TOM193,CUN,MAN,B789
TOM233,AYT,MAN,B763
TOM289,AGA,MAN,B738
TOM337,DLM,MAN,B788
TOM39,CUN,LGW,B788
TOM4227,AYT,BHX,B738
TOM439,CUN,DSA,B788
TOM45,MBJ,LGW,B789
TOM451,HRG,MAN,B38M
TOM527,DLM,GLA,B38M
TOM575,DLM,LGW,A320
TOM591,AYT,LGW,A320
TOM5HG,TFS,DSA,B738
TOM5KV,LPA,BHX,A320
TOM631,MLB,BHX,B789
TOM64H,PMI,LGW,B38M
TOM6526,HRG,BHX,B38M
TOM659,CUN,BRS,B788
TOM699,HRG,BRS,B38M
TOM7117,BOJ,BHX,B788
TOM815,DLM,ABZ,B738
TOM845,MLB,GLA,B788
TOM93D,DLM,EMA,B738
TPA4014,MDE,MIA,A333
TPC206,LIF,GEA,AT76
TQQ246,KRT,SHJ,B738
TSC110,YUL,CDG,A332
TSC116,YQB,CDG,A21N
TSC124,YUL,YYC,A321
TSC154,YUL,BRU,A21N
TSC240,YUL,LAX,A21N
TSC250,YUL,CDG,A332
TSC282,YYZ,LGW,A21N
TSC483,MBJ,YUL,A21N
TSC510,YUL,YYZ,A21N
TSC516,YUL,BOD,A21N
TSC772,YUL,YVR,A321
TSC823,MCO,YUL,A21N
TSC862,YYZ,YYC,A321
TSC932,YYZ,YVR,A321
TSU216,LRD,MCI,B722
TTL9884,MAO,GRU,B734
TUA603,CRZ,PEK,B77L
TUL9761,VKO,EVN,GLF6
TUP9625,SVO,OVB,B752
TVF4447,KEF,ORY,B738
TVJ101,CNX,BKK,A321
TVJ131,CEI,BKK,A321
TVJ201,UTH,BKK,A320
TVJ227,UBP,BKK,A320
TVJ321,HDY,BKK,A321
TVJ355,URT,BKK,A321
TVJ415,HKT,CNX,A320
TVJ720,BKK,PNH,A320
TVJ964,BKK,DAD,A320
TVP7209,AYT,WAW,B738
TVP7428,KTW,ZTH,B738
TVP7765,AQJ,WAW,B38M
TVS1156,PRG,RMF,B739
TVS2053,DSS,OPO,B738
TVS2526,PRG,RMF,B738
TVS2574,PRG,HRG,B737
TVS25M,BRQ,RMF,B738
TWB139,ICN,KLO,B738
TWB291,ICN,FUK,B738
TWB708,CJU,GMP,A333
TWB805,TAE,CJU,B738
TWB9802,CJU,TAE,B738
TWG244,HAJ,ARN,F406
TWI145,TLL,AYT,B738
TWI346,NUE,AYT,B734
TYA404,NSK,DME,B738
TYA910,KUF,NSK,B738
TZP23,LAX,NRT,B788
TZP41,NRT,ICN,B788
UAE10,LGW,DXB,A388
UAE129,DXB,DME,B77W
UAE132,DME,DXB,A388
UAE13U,FRA,DXB,B77W
UAE144,MAD,DXB,B77W
UAE150,AMS,DXB,B77W
UAE194,LIS,DXB,B77W
UAE1C,MAN,DXB,A388
UAE203,DXB,JFK,A388
UAE210D,EWR,ATH,B77W
UAE213,DXB,MIA,B77W
UAE221,DXB,DFW,B77L
UAE222,DFW,DXB,B77L
UAE231,DXB,IAD,A388
UAE232,IAD,DXB,A388
UAE236,ORD,DXB,B77W
UAE255,DXB,BCN,B77L
UAE256,MEX,BCN,B77L
UAE316,DXB,KIX,B77W
UAE318,DXB,NRT,B77W
UAE322,DXB,ICN,A388
UAE332,DXB,MNL,B77W
UAE338,DXB,CEB,B77W
UAE34,NCL,DXB,B77W
UAE346,DXB,KUL,B77W
UAE354,DXB,SIN,A388
UAE356,DXB,CGK,B77W
UAE35Q,MUC,DXB,B77W
UAE366,DXB,TPE,B77W
UAE376,DXB,BKK,A388
UAE378,DXB,HKT,B77W
UAE37R,DXB,JNB,A388
UAE37V,LAX,DXB,A388
UAE38,BHX,DXB,B77W
UAE384,DXB,BKK,B77W
UAE394,DXB,HAN,B77W
UAE398,DXB,DPS,B77W
UAE4,LHR,DXB,A388
UAE414,DXB,SYD,A388
UAE415,SYD,DXB,A388
UAE41P,SFO,DXB,A388
UAE42C,DXB,COK,B77W
UAE43,DXB,FRA,B77W
UAE48G,DUB,DXB,B77W
UAE504,DXB,BOM,B77L
UAE510,DXB,DEL,B77W
UAE513,DEL,DXB,B77W
UAE523,TRV,DXB,B77W
UAE525,HYD,DXB,B77W
UAE526,DXB,HYD,B77W
UAE543,MAA,DXB,B77W
UAE544,DXB,MAA,B77W
UAE564,DXB,BLR,B77W
UAE569,BLR,DXB,B77W
UAE570,DXB,CCU,B77W
UAE582,DXB,DAC,B77W
UAE58E,DXB,MEL,A388
UAE5E,MRU,DXB,A388
UAE6,LHR,DXB,A388
UAE612,DXB,ISB,B77W
UAE620,DXB,SKT,B77W
UAE650,DXB,CMB,B77W
UAE656,DXB,MLE,B77W
UAE658,DXB,MLE,B77W
UAE66KH,AMS,DWC,B77L
UAE67M,MEL,DXB,A388
UAE68,STN,DXB,B77W
UAE7,DXB,LHR,A388
UAE705,DXB,SEZ,B77W
UAE71,DXB,CDG,A388
UAE714,HRE,DXB,B77W
UAE721,DXB,NBO,B77W
UAE76F,JFK,DXB,A388
UAE772,DXB,CPT,B77W
UAE7MY,DXB,PER,B77W
UAE802,JED,DXB,B77W
UAE816,RUH,DXB,B77W
UAE89J,DXB,MRU,A388
UAE92,MXP,DXB,A388
UAE926,CAI,DXB,B77W
UAE9283,HKG,DWC,B77L
UAE93P,CDG,DXB,A388
UAE94G,DXB,BNE,A388
UAE9821,HKG,DWC,B77L
UAE9822,SIN,SYD,B77L
UAE9841,HKG,DWC,B77L
UAE9889,BKK,BOM,B77L
UAE9936,LAX,FRA,B77L
UAE9Q,COK,DXB,B77W
UAL1001,PHX,SFO,A320
UAL1002,DEN,SDF,A319
UAL1007,SFO,PHX,B739
UAL102,IAH,MUC,B763
UAL1025,MEX,IAH,B737
UAL1035,IAH,UIO,B737
UAL1047,DEN,FAT,A319
UAL1053,CUN,EWR,B739
UAL1062,LAS,ORD,B739
UAL1065,EWR,MEX,B737
UAL1067,ORD,LAX,B739
UAL1083,IAH,CMH,B739
UAL1094,DEN,YYZ,B738
UAL1106,DEN,IND,B739
UAL1118,CUN,SFO,B739
UAL1120,DEN,JAX,A319
UAL1123,CPT,EWR,B789
UAL1141,HNL,SFO,B772
UAL1144,ORD,MCI,A320
UAL1174,SJD,SFO,B738
UAL1182,DEN,SMF,B739
UAL1187,BOS,SFO,B39M
UAL1204,EWR,SFO,B77W
UAL1205,KOA,LAX,B739
UAL1211,DEN,PIT,B739
UAL1229,EWR,DFW,A319
UAL124,EWR,ATH,B772
UAL1245,EWR,MSP,A320
UAL1252,DEN,RDM,A319
UAL1258,DEN,ONT,B739
UAL1261,EWR,IAH,B738
UAL1269,DEN,ORF,A319
UAL1273,DEN,RIC,A319
UAL1277,CUN,LAX,B739
UAL128,GIG,IAH,B763
UAL1287,SFO,BOS,B39M
UAL1298,ORD,GEG,A319
UAL134,EWR,ZRH,B763
UAL138,EWR,KEF,B752
UAL14,EWR,LHR,B763
UAL1401,AUS,SFO,B39M
UAL1403,IAH,PNS,B737
UAL1417,DEN,RDU,B738
UAL1424,ORD,AUS,A320
UAL1435,SFO,IAH,B739
UAL1437,EWR,CLE,B737
UAL1444,IAH,DCA,B738
UAL1445,IAH,LAS,A320
UAL1450,EWR,PBI,B737
UAL1463,BOS,BOS,B39M
UAL1478,DEN,MSY,A320
UAL1485,DEN,YVR,B738
UAL1492,IAH,BOS,B739
UAL1497,SFO,IAH,A320
UAL1498,IAH,AUS,B739
UAL1501,IAH,LGA,B738
UAL1506,SFO,ORD,B738
UAL1510,IAD,PHX,B739
UAL154,KWA,KSA,B738
UAL1547,ORD,MEX,A319
UAL1554,DEN,LGA,B738
UAL1557,TPA,ORD,B739
UAL1563,LIH,SFO,B738
UAL1581,DEN,IAD,B772
UAL1599,IAH,LAX,B738
UAL1600,ORD,LAS,B739
UAL1617,LAX,ORD,B739
UAL1626,MCO,ORD,B739
UAL1627,IAH,MAF,A319
UAL163,IAD,MAD,B764
UAL1636,HNL,LAX,B753
UAL1641,IAD,SFO,B77W
UAL1663,ORD,LGA,A319
UAL1668,IAH,CLE,B738
UAL1671,ORD,BWI,B738
UAL1674,IAH,DEN,B738
UAL1675,DEN,PHL,B738
UAL1680,LAX,IAH,B738
UAL1684,SFO,LIH,B738
UAL1697,ATL,EWR,A319
UAL170,EWR,VCE,B764
UAL1722,OGG,SFO,B772
UAL1723,SFO,KOA,B739
UAL1735,LAS,EWR,B738
UAL1742,SFO,RNO,B738
UAL1748,LAX,LAS,A320
UAL1749,SFO,OGG,B738
UAL1756,YVR,LAX,B739
UAL1759,IAH,DCA,A319
UAL1760,IAH,RDU,A320
UAL1761,SAN,SFO,B738
UAL1765,SFO,DFW,A319
UAL1769,RDU,SFO,B738
UAL1795,DEN,CLE,B739
UAL182,DEN,FRA,B789
UAL1822,SAN,ORD,A320
UAL1829,EWR,SFO,B772
UAL1839,DEN,MSO,B738
UAL1844,IAH,IAD,A319
UAL187,JNB,EWR,B789
UAL1871,IAH,PHL,A319
UAL1886,EWR,SNA,B737
UAL1887,DEN,BDL,B738
UAL1893,IAD,SFO,B739
UAL1898,DEN,ORD,B772
UAL19,EWR,MXP,B772
UAL1905,IAH,ABQ,B739
UAL1906,LGA,ORD,A320
UAL1908,IAH,LAX,B39M
UAL1914,MCO,IAD,B739
UAL1925,SFO,LAS,B739
UAL1936,IAH,MSP,B739
UAL1970,IAH,MEM,B739
UAL1976,IAH,SAN,B39M
UAL1993,IAH,MSY,A320
UAL1994,SFO,PDX,A319
UAL2,SIN,SFO,B789
UAL20,IAH,AMS,B772
UAL200,GUM,HNL,B77W
UAL2002,SFO,IAD,B739
UAL2005,DFW,SFO,A319
UAL201,HNL,GUM,B77W
UAL2035,IAH,SAT,B739
UAL2036,SJU,EWR,B764
UAL2047,LAS,SFO,B738
UAL2069,IAH,IAD,B38M
UAL207,IAH,BOG,B737
UAL2084,ORD,SFO,B39M
UAL2110,ORD,SMF,B739
UAL2115,DEN,RNO,B738
UAL2120,IAH,SEA,A320
UAL2154,ORD,SAN,B738
UAL2156,IAH,SFO,B739
UAL2168,SNA,ORD,B737
UAL2177,PDX,ORD,B739
UAL2178,IAH,STL,A319
UAL2179,LGA,ORD,A319
UAL2192,ORD,SNA,B738
UAL2197,IAH,PDX,B739
UAL2198,EWR,PHX,B38M
UAL2199,IAD,RAP,A319
UAL2200,EWR,SAN,B38M
UAL2203,EWR,LAX,B78X
UAL2204,SFO,SNA,B738
UAL2220,ORD,MIA,B737
UAL2230,ORD,DFW,B738
UAL2245,ORD,SAT,A319
UAL2258,DEN,BWI,B738
UAL2267,ORD,PDX,B39M
UAL2276,IAD,LAX,B739
UAL2293,ORD,ICT,A320
UAL2294,EWR,LAS,B739
UAL23,EWR,DUB,B764
UAL2303,IAD,SAN,B738
UAL2305,ORD,SEA,B739
UAL2308,IAH,SJC,B38M
UAL2313,IAH,DFW,B738
UAL2318,LGA,DEN,A320
UAL2322,IAH,BWI,A320
UAL2327,ORD,SFO,B753
UAL2342,DEN,MFR,B738
UAL2353,IAH,POS,B738
UAL2356,SFO,AUS,A319
UAL2362,ORD,MSP,A319
UAL2400,BOS,SFO,B39M
UAL2402,LGA,DEN,B738
UAL2418,IAH,OMA,A319
UAL2425,IAH,ORD,B753
UAL2477,EWR,SMF,B739
UAL2485,ORD,DEN,B753
UAL2511,LGB,DFW,B753
UAL259,DEN,MCO,B738
UAL2609,BOS,ORD,A319
UAL2613,DEN,EWR,B739
UAL2614,LAX,EWR,B78X
UAL2621,IAH,SFO,B739
UAL2625,DFW,ORD,A319
UAL2626,SFO,IAD,B39M
UAL2642,ORD,EWR,B739
UAL2649,ORD,LAX,B753
UAL2652,SFO,BOS,B39M
UAL2654,BNA,SFO,A319
UAL2660,EWR,DEN,B739
UAL2665,ORD,IAH,A320
UAL2674,EWR,LAX,B752
UAL268,EWR,BOG,B737
UAL2681,DEN,SFO,B772
UAL270,EWR,BGO,B752
UAL2725,FTW,EWR,B763
UAL2752,SFO,LAX,B789
UAL2808,HNL,GUM,B763
UAL2818,IAD,PMI,B763
UAL289,IAH,IND,A319
UAL291,IAD,SMF,B738
UAL292,EWR,SEA,A319
UAL3,ORD,ZRH,B763
UAL302,DEN,SEA,B738
UAL3021,SJU,IAH,B738
UAL3022,IAD,EDI,B764
UAL314,DEN,TPA,B738
UAL32,LAX,NRT,B789
UAL326,IAD,EWR,B739
UAL329,DEN,BNA,A320
UAL333,BOS,LAX,B39M
UAL341,IAH,MIA,A319
UAL351,DCA,SFO,B738
UAL36,EWR,EDI,B752
UAL362,HNL,EWR,B764
UAL367,DEN,BOI,B739
UAL385,EWR,DBV,B763
UAL389,EWR,DEN,B739
UAL398,EWR,TPA,B738
UAL40,EWR,FCO,B77W
UAL422,DEN,BOS,B739
UAL429,IAH,MEX,A320
UAL44,SFO,ZRH,B772
UAL450,ORD,ANC,B39M
UAL451,DEN,ORD,B739
UAL462,IAD,PDX,B739
UAL464,DEN,BUR,B738
UAL466,LIH,LAX,B738
UAL475,DEN,IAH,B739
UAL5,IAH,LHR,B789
UAL502,DEN,SEA,B739
UAL51,EWR,MAD,B764
UAL517,JFK,LAX,B752
UAL52,IAD,ZRH,B763
UAL523,JFK,SFO,B752
UAL524,DEN,CLT,A320
UAL539,SFO,OGG,B39M
UAL540,DEN,SAN,B739
UAL555,SAT,IAH,B737
UAL562,DEN,SNA,B738
UAL57,EWR,CDG,B77W
UAL577,DEN,GEG,B739
UAL588,DEN,ELP,A319
UAL589,DEN,EUG,B738
UAL594,DEN,PHX,B739
UAL614,IAH,SMF,B739
UAL62,IAH,GRU,B789
UAL624,DEN,FSD,A319
UAL63,GRU,IAH,B789
UAL655,DEN,LAS,B739
UAL656,ORD,BOS,B39M
UAL670,DEN,COS,B739
UAL676,EWR,AUS,A320
UAL684,LAS,LAX,A320
UAL696,DEN,FCA,B738
UAL7,IAH,NRT,B772
UAL70,EWR,AMS,B772
UAL704,IAH,EWR,B38M
UAL706,OGG,LAX,B39M
UAL708,DEN,SFO,B738
UAL711,EWR,FLL,B738
UAL712,ORD,DEL,B789
UAL713,DEL,ORD,B789
UAL715,IAH,ORD,B753
UAL72,IAD,TLV,B788
UAL720,DEN,YYC,A319
UAL723,ORD,PHX,B739
UAL726,DEN,CMH,B738
UAL729,SFO,ORD,B739
UAL744,DEN,SBA,A319
UAL754,EWR,RDU,B38M
UAL756,DEN,JAC,A320
UAL762,IAH,CLT,B738
UAL764,DEN,BOS,B39M
UAL779,BOS,IAH,B38M
UAL780,IAD,LAS,B739
UAL783,LAX,IAD,B739
UAL79,EWR,NRT,B772
UAL790,ORD,YVR,B739
UAL795,DEN,LAX,B738
UAL799,LAX,SFO,B739
UAL818,EZE,IAH,B772
UAL83,DEL,EWR,B789
UAL832,MEX,SFO,A320
UAL837,SFO,NRT,B789
UAL84,EWR,TLV,B78X
UAL844,GRU,ORD,B789
UAL846,SCL,IAH,B763
UAL847,IAH,SCL,B763
UAL854,IAH,LIM,B763
UAL858,ICN,SFO,B77W
UAL870,SYD,SFO,B77W
UAL871,SFO,TPE,B77W
UAL872,TPE,SFO,B77W
UAL875,SFO,HND,B772
UAL880,IAH,LHR,B772
UAL881,ORD,HND,B789
UAL884,IAD,FCO,B788
UAL893,SFO,ICN,B789
UAL901,SFO,LHR,B772
UAL907,ORD,FRA,B78X
UAL909,ORD,AMS,B788
UAL91,TLV,EWR,B78X
UAL921,LHR,EWR,B763
UAL923,LAX,LHR,B789
UAL927,FRA,SFO,B77W
UAL944,ORD,FRA,B78X
UAL948,SFO,LHR,B772
UAL953,ORD,MUC,B78X
UAL955,TLV,SFO,B772
UAL956,EWR,GVA,B763
UAL960,EWR,FRA,B77W
UAL962,EWR,BER,B764
UAL964,EWR,NAP,B763
UAL968,SFO,AMS,B789
UAL970,ORD,FCO,B788
UAL972,ORD,BRU,B78X
UAL982,IAD,ATH,B788
UAL987,ORD,CDG,B789
UAL989,IAD,FRA,B77W
UAL990,SFO,CDG,B772
UAL992,IAD,BCN,B764
UAL997,ACC,IAD,B788
UAL999,EWR,BRU,B77W
UBA1,RGN,SIN,B738
UBA585,RGN,MDL,AT76
UBA8302,ICN,RGN,B738
UBG101,DAC,CGP,AT76
UBG121,DAC,JSR,AT76
UBG141,DAC,CXB,AT76
UBG181,DAC,SPD,AT76
UBG322,MCT,DAC,B738
UBG334,DOH,DAC,B738
UBG346,SHJ,DAC,B738
UCA4224,IAH,HOB,E145
UCA4244,DEN,SAF,E145
UCA4268,DEN,SHV,E145
UCA4272,TUL,IAH,E145
UCA4279,IAH,ICT,E145
UCA4320,IAH,JAN,E145
UCA4343,IAH,SGF,E145
UCA4375,IAH,HSV,E145
UCA4810,IAH,TYS,E145
UCA4838,IAH,BHM,E145
UCA4846,IAH,HRL,E145
UCA4863,IAH,LRD,E145
UEA1820,FOC,CKG,A320
UEA2215,DOY,TYN,AJ27
UEA2815,HRB,WEH,AJ27
UIA8607,TSA,MZG,A321
UIA8695,KHH,MZG,AT76
UIA8755,TSA,LZN,AT76
UIA8757,TSA,LZN,AT76
UIA8772,LZN,TSA,AT76
UIA8802,KNH,TSA,AT76
UIA8912,KNH,KHH,AT76
UIA8915,KHH,KNH,AT76
UIA8981,TNN,KNH,AT76
ULS5114,BOG,MDE,A320
ULS5146,BOG,CTG,A320
UPS105,ANC,SDF,B763
UPS1055,MHT,PHL,A306
UPS1057,MHT,SDF,B763
UPS1063,BDL,SDF,MD11
UPS1083,EWR,SDF,MD11
UPS1085,EWR,RFD,B763
UPS109,ANC,SDF,B763
UPS1123,ALB,SDF,B752
UPS1151,PIT,SDF,MD11
UPS1187,PHL,SDF,B763
UPS1197,CAE,PHL,A306
UPS12,CGN,DXB,B748
UPS1207,BWI,SDF,B763
UPS1231,RIC,SDF,A306
UPS1233,RIC,PHL,B752
UPS1275,RDU,SDF,MD11
UPS128,NRT,PVG,B763
UPS1283,CLT,PHL,B752
UPS1285,CLT,SDF,MD11
UPS1291,CAE,SDF,MD11
UPS1293,CAE,DFW,A306
UPS1299,PVD,SDF,B752
UPS1321,JAX,SDF,A306
UPS1323,MCO,PHL,A306
UPS1327,JAX,PHL,B752
UPS1329,MCO,SDF,MD11
UPS1333,PBI,SDF,A306
UPS1335,MCO,DFW,B752
UPS1337,TPA,SDF,B763
UPS1339,RSW,SDF,B752
UPS1343,MIA,DFW,B752
UPS1349,TPA,DFW,B752
UPS1351,TPA,PHL,B752
UPS1365,PNS,ABY,A306
UPS1375,TYS,SDF,A306
UPS1441,CLE,SDF,MD11
UPS1445,CLE,PHL,B752
UPS146,SGN,KUL,B763
UPS208,CGN,EWR,B763
UPS217,SDF,CGN,B744
UPS218,CGN,CDG,B763
UPS224,CGN,SDF,B748
UPS242,CGN,BCN,B763
UPS256,CGN,MAD,B763
UPS260,CGN,VCE,B763
UPS2816,BIL,DEN,B763
UPS284,CGN,MMX,B763
UPS292,CGN,MMX,B763
UPS294,CGN,PRG,B752
UPS2966,SDF,HNL,B748
UPS2998,SDF,ANC,B748
UPS301,QRO,SDF,B752
UPS303,MTY,SDF,B752
UPS328,SDF,SJU,MD11
UPS4,CGN,STN,B748
UPS401,MIA,SDF,B763
UPS473,YMX,SDF,A306
UPS491,YYC,SDF,A306
UPS495,YWG,SDF,B752
UPS499,YVR,SDF,A306
UPS58,HNL,HKG,B748
UPS59,ANC,ONT,B748
UPS61,ANC,SDF,B748
UPS611,GYY,PHL,B752
UPS63,ANC,SDF,B748
UPS64,ANC,HKG,B748
UPS67,HAN,HKG,B744
UPS701,MSY,SDF,A306
UPS71,SZX,ANC,B744
UPS72,SDF,ANC,B748
UPS751,DFW,SDF,MD11
UPS76,ANC,SZX,B748
UPS77,ANC,SDF,B748
UPS773,IAH,SDF,B752
UPS783,SAT,SDF,B752
UPS791,LRD,SAT,B752
UPS797,ELP,SDF,A306
UPS8,CGN,BKK,B748
UPS815,DEN,ONT,B752
UPS833,BOI,ONT,B752
UPS837,BOI,SDF,B752
UPS861,PHX,ONT,A306
UPS87,ANC,ONT,B744
UPS89,ICN,ANC,B748
UPS9,SZX,BLR,B748
UPS915,ONT,SDF,MD11
UPS931,SBD,SDF,MD11
UPS971,PDX,RFD,A306
UPS973,PDX,SDF,B763
UPS9779,SAT,AUS,A306
UPS99,ANC,SDF,B748
URO689,MLA,EZE,A346
USC101,ORL,LCK,LJ35
USC110,IND,TOL,LJ35
USC244,CLL,PHX,LJ35
USC414,ORL,SUS,LJ35
UTA125,TJM,UFA,AT75
UTA254,SGC,VKO,B735
UTA593,SGC,GRV,B735
UTA808,BHK,VKO,B762
UTA9824,SGC,KZN,B735
UTY2833,MOV,BNE,F70
UTY3116,ADL,OLP,F100
UTY6041,BYP,PER,F100
UTY6080,BQB,ZNE,F70
UTY732,KTA,PER,F100
UTY951,LNO,PER,F70
UVT276,AER,ASF,CRJ2
UZB512,ICN,TAS,B788
UZB611,TAS,DME,B763
UZB9607,BHK,DME,A21N
UZB9615,UGC,DME,A320
UZB9685,TAS,AER,A320
UZB9825,NMA,AER,A320
VAG752,SGN,HAN,A321
VAR233,SC5,GYR,SR20
VAR343,LGB,PSP,SR20
VAR536,PRC,P08,SR20
VAR654,RAL,IFP,SR20
VAR746,RAL,SNA,SR20
VAR840,RAL,PSP,SR20
VFC8055,SGN,VCS,AT75
VIR104L,ATL,LHR,A35K
VIR106F,SEA,LHR,B789
VIR108B,NAS,LHR,B789
VIR10H,JFK,LHR,B789
VIR110,ATL,MAN,A333
VIR128K,JFK,MAN,A333
VIR132,BGI,LHR,A333
VIR136,MCO,LHR,A333
VIR20V,SFO,LHR,B789
VIR232G,AUS,LHR,B789
VIR300,LHR,DEL,B789
VIR303,DEL,LHR,B789
VIR354,LHR,BOM,B789
VIR364,LHR,LHE,B789
VIR411Y,LHR,LOS,A333
VIR449,LHR,JNB,A35K
VIR450,JNB,LHR,A35K
VIR46K,JFK,LHR,B789
VIR4C,JFK,LHR,A35K
VIR6J,MIA,LHR,B789
VIR74Y,MCO,MAN,A35K
VIR76X,MCO,MAN,A333
VIR92,MCO,LHR,A333
VIV1025,CUN,MEX,A21N
VIV1038,MEX,CUN,A21N
VIV1051,CUU,MEX,A21N
VIV1095,HUX,MEX,A320
VIV1169,PVR,MEX,A321
VIV1254,MEX,TIJ,A21N
VIV1352,MEX,MTY,A20N
VIV1373,CUN,MEX,A320
VIV1399,GDL,MEX,A321
VIV186,MEX,ORD,A20N
VIV2088,CUN,REX,A20N
VIV2110,CUN,VER,A20N
VIV2175,MTY,CUN,A321
VIV2268,CUN,TIJ,A320
VIV3067,MID,GDL,A320
VIV3247,PBC,GDL,A20N
VIV3338,GDL,CJS,A20N
VIV4089,TIJ,MTY,A320
VIV4286,MTY,MID,A21N
VIV4333,SJD,MTY,A321
VIV5006,TIJ,CUL,A20N
VIV5042,TIJ,MZT,A20N
VIV546,GDL,ORD,A320
VIV616,MTY,IAH,A320
VIV679,SAT,MTY,A320
VIV7083,CUN,HMO,A21N
VIV9018,MID,TGZ,A320
VJC122,SGN,HAN,A321
VJC1337,SGN,PQC,A320
VJC167,HAN,SGN,A320
VJC169,HAN,SGN,A321
VJC174,SGN,HAN,A320
VJC210,SGN,VII,A320
VJC213,VII,SGN,A320
VJC240,SGN,THD,A320
VJC271,HPH,SGN,A321
VJC290,SGN,HPH,A21N
VJC381,UIH,SGN,A21N
VJC395,PXU,SGN,A320
VJC413,HAN,DLI,A21N
VJC432,UIH,HAN,A320
VJC455,HAN,PQC,A320
VJC505,HAN,DAD,A321
VJC540,DAD,HAN,A321
VJC602,SGN,CXR,A321
VJC629,DAD,SGN,A320
VJC670,BMV,HPH,A320
VJC719,DAD,PQC,A21N
VJC728,DLI,DAD,A321
VJC772,CXR,HAN,A321
VJC801,SGN,BKK,A21N
VJC813,SGN,SIN,A321
VJC823,NRT,SGN,A21N
VJC829,KIX,SGN,A21N
VJC837,ICN,CXR,A21N
VJC865,ICN,SGN,A21N
VJC879,ICN,DAD,A321
VJC893,SGN,DPS,A321
VJC933,NRT,HAN,A21N
VJC939,KIX,HAN,A21N
VJC959,FUK,HAN,A321
VJC979,ICN,PQC,A21N
VJT551,COO,ZRH,CL60
VJT731,RST,KWI,GL7T
VJT741,HOU,VNY,GLEX
VJT792,LTN,TEB,GL7T
VJT813,FOK,FLR,GLEX
VJT972,IAD,LIN,GLEX
VKG1103,LCA,CPH,A321
VKG1793,LCA,GOT,A321
VKG4574,MMX,CPH,A321
VLG8561,KEF,BCN,A320
VLZ810A,PRG,POL,GL5T
VND1456,LIN,STR,LJ40
VOC4084,SAL,JFK,A20N
VOC4092,GUA,LAX,A319
VOI1021,CUN,NLU,A20N
VOI1033,SJD,NLU,A320
VOI114,CJS,CUN,A20N
VOI1300,TLC,GDL,A20N
VOI1312,TLC,TIJ,A20N
VOI134,CUN,OAX,A320
VOI161,HMO,MEX,A20N
VOI206,MEX,CUN,A21N
VOI221,GDL,MEX,A321
VOI229,CUN,MTY,A319
VOI235,OAX,MEX,A20N
VOI274,MEX,CJS,A20N
