flight_icao,dep_iata,arr_iata,aircraft_icao
FFT2094,LAS,STL,A20N
FFT2115,MDW,LAS,A20N
FFT2136,SNA,DFW,A20N
FFT2149,CLT,LAS,A320
FFT2150,IAH,LAS,A20N
FFT2297,PHL,FLL,A20N
FFT2310,CHS,PHL,A321
FFT2328,MIA,PHL,A20N
FFT2338,MSY,PHL,A20N
FFT2376,TPA,PHL,A20N
FFT2501,BUF,TPA,A20N
FFT2595,MDW,TPA,A20N
FFT2734,ONT,DFW,A20N
FFT2755,ONT,SFO,A20N
FFT2791,PHX,SFO,A321
FFT2942,PHX,SLC,A20N
FFT2947,PHX,SAN,A320
FFT422,SEA,DEN,A20N
FFT491,FAR,DEN,A20N
FFT501,GRR,DEN,A321
FFT503,DEN,MCI,A20N
FFT538,DEN,DCA,A20N
FFT539,DCA,DEN,A20N
FFT552,SAN,DEN,A321
FFT574,SLC,IAH,A20N
FFT589,TYS,DEN,A20N
FFT609,IND,DEN,A20N
FFT613,MIA,DEN,A20N
FFT681,MCO,DEN,A321
FFT689,PIT,DEN,A320
FFT7058,LAS,OMA,A20N
FFT738,DEN,TPA,A20N
FFT743,DEN,OAK,A321
FFT791,DEN,PDX,A20N
FFT798,MCO,TTN,A20N
FFT803,TTN,MCO,A20N
FFT855,HSV,DFW,A321
FFT881,MDW,DEN,A20N
FFT972,ONT,DEN,A320
FHY362,CGN,AYT,A320
FHY732,TLL,AYT,A320
FHY898,KIV,AYT,A320
FIA5411,KIV,HER,A320
FIN10,ORD,HEL,A333
FIN100,HKG,HEL,A359
FIN131,HEL,SIN,A359
FIN132,SIN,HEL,A359
FIN143,HEL,BKK,A359
FIN144,BKK,HEL,A359
FIN1676,AGP,HEL,A319
FIN1980,TLV,HEL,A319
FIN30,JFK,ARN,A333
FIN42,ICN,HEL,A359
FIN6,JFK,HEL,A333
FIN73,HEL,NRT,A359
FJA2020,SUV,NAN,DHC6
FJI211,NAN,TBU,B38M
FJI410,AKL,NAN,A332
FJI450,CHC,NAN,B38M
FJI911,NAN,SYD,A359
FJI920,BNE,NAN,B38M
FJK1261,NQZ,UKK,E35L
FLE1201,YUL,YVR,B738
FLE1225,YVR,YYZ,B38M
FLE1798,YEG,YVR,B38M
FLE1822,YYC,YYZ,B38M
FLE223,YYZ,YVR,B38M
FLE306,YHZ,YOW,B38M
FLE312,YWG,YYZ,B38M
FLE315,YWG,YVR,B38M
FLE500,YKF,YVR,B38M
FLE514,YEG,YYJ,B38M
FLE814,YYC,YKF,B38M
FPO4026,CDG,BLQ,B738
FPO775,MRS,AJA,B734
FPY410,BWI,KEF,A21N
FPY618,BOS,KEF,A21N
FPY846,SWF,KEF,A20N
FRE514,BNK,NTL,JS32
FRG594,ELP,PTK,E120
FRG7500,ROC,MHT,BE99
FWI11B,FDF,ORY,A359
FWI41D,PTP,ORY,A359
GAJ823,BZN,RAP,B350
GAP2040,MPH,MNL,A320
GAP2363,CEB,DVO,DH8D
GAP2521,MNL,CGY,A321
GAP2558,DPL,MNL,A320
GAP2773,MNL,TAG,A320
GAP2890,OZC,MNL,A320
GAP2935,BXU,MNL,A320
GAP2971,MNL,IAO,DH8D
GCR7439,TSN,KOW,A320
GCR7977,TSN,KIX,A333
GEC8267,VCP,FRA,B77L
GEC8347,IST,FRA,A321
GEC8384,FRA,NRT,B77L
GEC8385,ICN,FRA,B77L
GEC8401,PVG,ICN,B77L
GEC8474,FRA,BLR,B77L
GFA12,BAH,DME,A20N
GFA131,DEL,BAH,A320
GFA133,DEL,BAH,A20N
GFA152,BAH,BKK,B789
GFA154,BAH,MNL,B789
GFA17,BAH,FRA,A21N
GFA19,BAH,CDG,A21N
GFA212,KWI,BAH,A320
GFA251,DAC,BAH,B789
GFA271,COK,BAH,A321
GFA275,HYD,BAH,A320
GFA283,BLR,BAH,A320
GFA57,BOM,BAH,A321
GFA6,LHR,BAH,B789
GFA61,TRV,BAH,A321
GFA69,MAA,BAH,A20N
GFA7,BAH,LHR,B789
GFA751,KHI,BAH,A320
GFA771,ISB,BAH,A320
GFA971,BAH,AMM,A320
GIA1462,CGK,BTJ,B738
GIA172,CGK,PKU,B738
GIA182,CGK,KNO,B738
GIA204,CGK,YIA,B738
GIA316,CGK,SUB,B738
GIA564,CGK,BPN,B738
GIA601,MDC,CGK,B738
GIA642,CGK,UPG,B738
GIA649,TTE,CGK,B738
GIA657,DJJ,CGK,B738
GIA828,CGK,SIN,B738
GIA961,MED,CGK,B77W
GIA981,JED,CGK,B77W
GIA983,JED,CGK,B77W
GJS4171,EWR,DCA,CRJ7
GJS4192,EWR,MDT,CRJ7
GJS4386,EWR,PQI,CRJ7
GJS4398,EWR,ALB,CRJ7
GJS4416,EWR,ILM,CRJ7
GJS4422,EWR,SYR,CRJ7
GJS4568,ORD,STL,CRJ7
GJS4582,EWR,RIC,CRJ7
GLG1678,UIO,GYE,A320
GLG1697,MEC,UIO,A320
GLG7392,GYE,JFK,A319
GLO1174,GRU,IGU,B738
GLO1240,GRU,POA,B738
GLO1370,GRU,MOC,B737
GLO1388,GRU,PPB,B737
GLO1418,GRU,BSB,B738
GLO1440,GRU,GYN,B738
GLO1478,BSB,PVH,B738
GLO1496,GRU,CGR,B738
GLO1499,SDU,SSA,B738
GLO1528,GRU,FOR,B38M
GLO1530,CGH,FOR,B738
GLO1562,CGH,NAT,B738
GLO1590,GRU,NAT,B38M
GLO1608,GRU,REC,B38M
GLO1632,GRU,PNZ,B738
GLO1634,GRU,CPV,B737
GLO1644,GRU,UDI,B738
GLO1680,GRU,BEL,B738
GLO1690,GRU,GIG,B38M
GLO1710,BSB,FOR,B738
GLO1716,BSB,CGB,B38M
GLO1720,BSB,THE,B38M
GLO1722,BSB,SLZ,B738
GLO1740,BSB,MAO,B738
GLO1754,BSB,BEL,B38M
GLO1758,BSB,FLN,B38M
GLO1798,BSB,RBR,B38M
GLO1802,FOR,BEL,7M8
GLO1818,BSB,BVB,B38M
GLO1836,FOR,MAO,B38M
GLO1884,CNF,REC,B738
GLO1887,POA,CNF,B737
GLO1894,CNF,POA,B738
GLO1927,BSB,POA,B38M
GLO1974,BSB,SSA,B38M
GLO2014,FOR,GIG,B38M
GLO2022,SDU,POA,B737
GLO2039,FOR,GIG,B738
GLO2085,REC,GIG,B38M
GLO7730,GRU,PUJ,B38M
GLO7749,MIA,BSB,B38M
GLT84,SUS,SGF,B350
GOW101,DEL,CCU,A20N
GOW113,DEL,BLR,A320
GOW116,BLR,DEL,A20N
GOW206,IXL,DEL,A20N
GOW25,BOM,BKK,A20N
GOW283,PNQ,NAG,A320
GOW37,DEL,BKK,A20N
GOW41,BLR,HKT,A20N
GOW423,DEL,HYD,A20N
GOW424,COK,HYD,A20N
GOW511,BOM,CCU,A20N
GOW532,AMD,CCU,A20N
GOW6001,DEL,IXL,A20N
GOW61,CNN,KWI,A20N
GOW73,DEL,HKT,A20N
GOW801,BLR,AMD,A20N
GRB153,RMS,IAD,GLF3
GTI3639,SKF,BWI,B738
GTI3642,BWI,SKF,B738
GTI3700,RFD,PDX,B763
GTI3707,SCK,CVG,B763
GTI3811,ONT,KOA,B763
GTI4542,TAO,ANC,B744
GTI561,MEX,MIA,B744
GTI617,ICN,HKG,B744
GTI648,ANC,ORD,B744
GTI7177,ANC,NRT,B744
GTI8028,SCL,MIA,B744
GTI8051,LAX,ANC,B744
GTI8105,RFD,ICN,B748
GTI811,ORD,ANC,B744
GTI8230,MIA,GRU,B748
GTI8621,SEA,MSJ,B763
GTI8629,CKG,ANC,B748
GTI8711,ANC,ICN,B748
GTI9534,VCP,BOG,B744
GTS14,MTL,DGE,ULAC
GUC240,MYA,MIM,NG5
GUN29Y,BET,SCM,C208
GUY373,PTP,FDF,AT76
GXA104,LAS,ACY,A320
GZP471,VKO,BVJ,SU95
GZP473,VKO,BVJ,SU95
HAL12,HNL,SFO,A332
HAL16,HNL,SAN,A332
HAL18,HNL,LAS,A332
HAL2,HNL,LAX,A332
HAL20,HNL,SMF,A332
HAL22,HNL,SEA,A332
HAL231,ITO,HNL,B712
HAL24,OGG,OAK,A21N
HAL251,ITO,HNL,B712
HAL26,HNL,PDX,A21N
HAL297,KOA,HNL,B712
HAL30,OGG,SEA,A332
HAL304,LIH,HNL,B712
HAL305,OGG,HNL,B712
HAL312,HNL,ITO,B712
HAL32,OGG,LAS,A21N
HAL327,KOA,HNL,B712
HAL346,HNL,OGG,B712
HAL349,OGG,LIH,B712
HAL36,HNL,PHX,A332
HAL376,HNL,OGG,B712
HAL40,OGG,PDX,A21N
HAL42,OGG,SFO,A21N
HAL44,HNL,SJC,A21N
HAL445,HNL,AKL,A332
HAL449,HNL,KIX,A332
HAL451,HNL,SYD,A332
HAL46,OGG,SJC,A21N
HAL48,HNL,OAK,A21N
HAL50,HNL,JFK,A332
HAL559,HNL,LIH,A21N
HAL58,OGG,SAN,A21N
HAL60,OGG,SMF,A21N
HAL62,KOA,LAX,A21N
HAL64,LIH,LAX,A21N
HAL68,LIH,OAK,A21N
HAL72,OGG,LGB,A21N
HAL80,HNL,ONT,A21N
HAL82,HNL,AUS,A332
HAL821,HNL,NRT,A332
HAL863,HNL,HND,A332
HAL9,LAX,HNL,A332
HAL90,HNL,BOS,A332
HBH3203,SJW,CAN,B738
HBH3267,SJW,SZX,E190
HBH3297,SJW,URC,B738
HGT5244,SJC,AZA,E145
HIM566,DXB,KTM,A320
HIM8732,KUL,KTM,A319
HIM8902,KUL,KTM,A320
HKC331,HKG,BKK,A332
HKC371,HKG,SIN,A332
HKC830,PVG,HKG,A332
HKE804,HKG,FUK,A20N
HKE808,HKG,KIX,A20N
HLF9868,SZX,FOC,B733
HND440,CNS,HID,BE20
HVN11,SGN,CDG,B789
HVN1175,HPH,SGN,A321
HVN1201,HAN,VCA,A321
HVN1231,HAN,PQC,A321
HVN1259,VII,SGN,A321
HVN1260,SGN,VII,A321
HVN1371,HUI,SGN,A321
HVN1372,SGN,HUI,A21N
HVN1404,SGN,VDH,A321
HVN142,SGN,DAD,A321
HVN1461,VCL,SGN,A321
HVN152,DAD,HAN,A321
HVN1573,HAN,DLI,A21N
HVN163,HAN,DAD,A321
HVN1822,PQC,SGN,A21N
HVN207,HAN,SGN,B78X
HVN208,SGN,HAN,A359
HVN240,SGN,HAN,B789
HVN242,SGN,HAN,A321
HVN245,HAN,SGN,A359
HVN301,NRT,SGN,A359
HVN311,NRT,HAN,A359
HVN346,HAN,NGO,A359
HVN357,FUK,HAN,A21N
HVN409,ICN,SGN,B789
HVN417,ICN,HAN,A359
HVN55,HAN,LHR,B789
HVN5563,SGN,PEN,A321
HVN601,SGN,BKK,A321
HVN661,HAN,SIN,A321
HVN677,SGN,KUL,A321
HVN772,SYD,SGN,A359
HVN780,MEL,SGN,A359
HXA2713,HSC,ZHA,CRJ9
HXA2767,LZH,HAK,A320
HXA4063,BAV,HGH,CRJ9
HXA4859,CKG,JNG,A320
HXA4977,ENY,SHE,A20N
HYS474,DUB,KIV,A319
HYT9042,MNL,HGH,B752
HYT9067,KMG,KHI,B752
HYT9089,KMG,LHE,B752
IAD1452,COK,VTZ,A320
IAD1567,BLR,BBI,A320
IAD1576,BLR,HYD,A20N
IAD1780,BLR,IXB,A20N
IAD1982,COK,BLR,A320
IAD2472,BLR,LKO,A320
IAD548,DEL,LKO,A320
IAD783,DEL,IMF,A20N
IAE127,IKT,NER,A319
IAE428,IST,DME,SU95
IAE769,DME,EVN,SU95
IAE7771,OVB,AZN,SU95
IAW2,BGW,JFK,B77L
IAW214,IST,BGW,CRJ9
IAW410,KHI,BGW,A320
IAW446,DEL,BGW,B738
IBB6605,DSS,LPA,E295
IBE2601,BCN,EZE,A332
IBE2602,EZE,BCN,A332
IBE2821,MAD,PVG,A332
IBE3329,DSS,MAD,A321
IBE6011,MAD,MVD,A332
IBE6012,MVD,MAD,A332
IBE6124,MIA,MAD,A333
IBE6132,IAD,MAD,A332
IBE6146,SCQ,DFW,A332
IBE6174,SFO,MAD,A332
IBE6252,JFK,MAD,A333
IBE6274,ORD,MAD,A333
IBE6346,PTY,MAD,A332
IBE6400,MEX,MAD,A359
IBE6402,MEX,MAD,A359
IBE6406,MEX,MAD,A359
IBE6409,MAD,MEX,A359
IBE6454,UIO,MAD,A359
IBE6586,BOG,MAD,A359
IBE6650,LIM,MAD,A359
IBE6824,GRU,MAD,A333
IBE6827,MAD,GRU,A333
IBE6830,SCL,MAD,A359
IBE6833,MAD,SCL,A359
IBE6841,MAD,EZE,A359
IBE6844,EZE,MAD,A332
IBE6856,EZE,MAD,A332
IBS3655,JTR,MAD,A320
IBS3663,JMK,MAD,A320
IBX12,SDJ,FUK,CRJ7
IBX13,FUK,SDJ,CRJ7
IBX36,HIJ,SDJ,CRJ7
IBX63,NGO,MYJ,CRJ7
IBX84,KIJ,FUK,CRJ7
ICE10V,ORD,KEF,B753
ICE2B,IAD,KEF,B753
ICE38C,YYZ,KEF,B38M
ICE42P,BWI,KEF,B38M
ICE45R,KEF,YVR,B752
ICE50G,YVR,KEF,B752
ICE614,JFK,KEF,B763
ICE622,EWR,KEF,B38M
ICE630,BOS,KEF,B763
ICE670,DEN,KEF,B752
ICE680,SEA,KEF,B752
ICE85V,ALC,KEF,B39M
ICV6731,MXP,ICN,B744
ICV6762,HKG,ANC,B744
IGO101,MAA,BBI,A20N
IGO1088,DXB,LKO,A20N
IGO11,DEL,IST,A21N
IGO121,HYD,MAA,A20N
IGO131,BLR,IXE,A20N
IGO136,BOM,MAA,A320
IGO1361,DMM,HYD,A21N
IGO137,GOI,BOM,A20N
IGO1402,SHJ,TRV,A20N
IGO1404,BAH,BOM,A21N
IGO146,IXC,LKO,A21N
IGO1701,DEL,DOH,A20N
IGO1709,BOM,DOH,A21N
IGO1713,HYD,DOH,A20N
IGO1724,BLR,DOH,A20N
IGO1726,DOH,HYD,A20N
IGO1735,AUH,COK,A20N
IGO1737,DOH,DEL,A20N
IGO1742,JED,DEL,A21N
IGO1754,KWI,AMD,A20N
IGO1758,KWI,COK,A20N
IGO1763,DEL,HKT,A21N
IGO1769,DXB,BOM,A20N
IGO1776,DOH,MAA,A20N
IGO1832,JED,BOM,A21N
IGO1841,RUH,DEL,A20N
IGO1843,JED,CCJ,A20N
IGO1914,BOM,HKT,A20N
IGO199,HYD,BOM,A20N
IGO2011,HYD,DEL,A21N
IGO2018,DEL,IXB,A20N
IGO2022,DEL,PAT,A20N
IGO2031,DEL,DIB,A20N
IGO2059,DEL,MAA,A21N
IGO2116,MAA,DEL,A20N
IGO227,BLR,CCU,A20N
IGO23,DEL,DXB,A20N
IGO2331,DEL,HYD,A320
IGO245,CCU,IXA,A20N
IGO2474,CCU,DEL,A20N
IGO2476,DEL,RAJ,A20N
IGO2488,DEL,CJB,A21N
IGO26,HYD,DXB,A20N
IGO262,DEL,JRH,A20N
IGO2652,MAA,GAU,A20N
IGO2697,DEL,RPR,A20N
IGO271,CCU,AMD,A20N
IGO2718,IDR,DEL,A21N
IGO297T,CCU,BOM,A21N
IGO299,AMD,MAA,A21N
IGO343,TRV,MAA,A21N
IGO35,SIN,TRZ,A320
IGO352,PNQ,HYD,A20N
IGO353,DEL,CCU,A21N
IGO375,CCU,DEL,A20N
IGO391,PNQ,BLR,A21N
IGO413,HYD,BLR,A320
IGO415,BLR,JAI,A320
IGO443,BLR,IXB,A20N
IGO453,BOM,COK,A20N
IGO461,BOM,HYD,A21N
IGO484,BLR,HYD,A20N
IGO495,MAA,HYD,A20N
IGO496,CCU,BLR,A20N
IGO5009,DEL,BLR,A21N
IGO5021,BLR,DEL,A21N
IGO5023,DEL,BOM,A21N
IGO51,MAA,SIN,A21N
IGO5218,IXC,BOM,A21N
IGO5292,CJB,BOM,A20N
IGO5299,BOM,MAA,A320
IGO5332,BOM,DEL,A21N
IGO5372,BOM,UDR,A21N
IGO5398,BOM,DEL,A20N
IGO557,MAA,VTZ,A320
IGO58,SIN,BLR,A320
IGO6004,AMD,BOM,A20N
IGO6019,DEL,UDR,A21N
IGO6043,CJB,MAA,A20N
IGO6154,GAU,CCU,A21N
IGO6247,BLR,DEL,A21N
IGO6258,BOM,BLR,A21N
IGO6269,BLR,MAA,A20N
IGO6324,CCU,PAT,A20N
IGO6329,GAU,DEL,A20N
IGO6353,BLR,LKO,A21N
IGO6359,PNQ,CCU,A20N
IGO6373,DEL,AMD,A20N
IGO6463,BOM,BLR,A20N
IGO6479,BLR,BOM,A21N
IGO65,MAA,DXB,A20N
IGO6612,DEL,BLR,A21N
IGO6623,CCU,HYD,A20N
IGO664,HYD,CCU,A20N
IGO6736,IXC,DEL,A20N
IGO6802,BLR,NAG,A20N
IGO6814,DEL,BOM,A20N
IGO6828,VNS,DEL,A20N
IGO701,IDR,BLR,A20N
IGO702,BLR,BHO,A20N
IGO7063,VTZ,TIR,AT76
IGO7107,BLR,RJA,AT76
IGO7118,HYD,RJA,AT76
IGO7171,BLR,IXM,AT76
IGO7183,MAA,IXM,AT76
IGO7186,TCR,MAA,AT76
IGO7201,HYD,VGA,AT76
IGO7204,BLR,VGA,AT76
IGO7236,BLR,TRZ,AT76
IGO7239,CCJ,BLR,AT76
IGO7263,HYD,TIR,AT76
IGO7267,MAA,TRZ,AT76
IGO7316,IDR,JLR,AT76
IGO7403,DEL,JAI,AT76
IGO7561,CCU,IXR,AT76
IGO771,CCU,BLR,A20N
IGO788,DEL,IXZ,A20N
IGO812,NAG,CCU,A20N
IGO818,BOM,HYD,A20N
IGO822,BOM,CCU,A20N
IGO849,IXC,BLR,A21N
IGO85,DEL,BKK,A21N
IGO857,BLR,CJB,A320
IGO89,DXB,CCJ,A20N
IGO897,BLR,VNS,A20N
IGO955,MAA,COK,A21N
IGO966,AMD,CCU,A20N
IGO995,HYD,AMD,A21N
IMX212,DUB,BER,AT72
IMX359,DUB,FRA,AT72
IRC3980,THR,IIL,F100
IRM1050,KER,THR,A306
IRM1070,ZAH,THR,RJ1H
IRM76,PVG,IKA,A346
IRM84,IKA,VKO,A310
IRM86,SZX,IKA,A346
IRM92,CAN,IKA,A343
IRO7335,RHI,MKE,C208
ITY605,JFK,MXP,A332
ITY609,JFK,FCO,A359
ITY621,LAX,FCO,A359
ITY631,MIA,FCO,A332
ITY674,FCO,GRU,A359
ITY675,GRU,FCO,A332
ITY680,FCO,EZE,A359
ITY681,EZE,FCO,A359
ITY9491,BOM,MXP,B772
JAC2322,TJH,ITM,AT46
JAC3725,KOJ,ASJ,AT46
JAC3743,KOJ,KUM,AT76
JAL112,ITM,HND,B788
JAL113,HND,ITM,B788
JAL142,AOJ,HND,B738
JAL143,HND,AOJ,B738
JAL15,LAX,HND,B77W
JAL152,MSJ,HND,B738
JAL163,HND,AXT,B738
JAL17,YVR,NRT,B763
JAL2000,CTS,ITM,B738
JAL2081,ITM,OKA,A359
JAL2172,AXT,ITM,E170
JAL2234,GAJ,ITM,E170
JAL2243,ITM,KIJ,E190
JAL233,HND,OKJ,B738
JAL234,OKJ,HND,B738
JAL2465,ITM,ASJ,B738
JAL2501,KIX,CTS,B738
JAL254,HIJ,HND,B763
JAL2721,OKD,MMB,AT46
JAL2744,HKD,OKD,AT46
JAL278,IZO,HND,B763
JAL279,HND,IZO,B738
JAL29,HND,HKG,B789
JAL292,UBJ,HND,B738
JAL306,FUK,HND,B772
JAL308,FUK,HND,A359
JAL3083,NRT,NGO,B738
JAL311,HND,FUK,B788
JAL313,HND,FUK,A359
JAL3403,HIJ,CTS,B738
JAL408,FRA,NRT,B789
JAL43,HND,LHR,B77W
JAL433,HND,MYJ,B738
JAL44,LHR,HND,B77W
JAL45,HND,CDG,B789
JAL454,TKS,HND,B763
JAL455,HND,TKS,B738
JAL46,CDG,HND,B788
JAL476,TAK,HND,B738
JAL48,HEL,HND,B789
JAL492,KCZ,HND,B738
JAL5,JFK,HND,B77W
JAL504,CTS,HND,A359
JAL511,HND,CTS,A359
JAL52,SYD,HND,B788
JAL540,KUH,HND,B738
JAL55,ORD,NRT,B789
JAL552,AKJ,HND,B763
JAL562,MMB,HND,B738
JAL57,SFO,NRT,B77W
JAL570,OBO,HND,B763
JAL584,HKD,HND,B763
JAL607,HND,NGS,B738
JAL608,NGS,HND,B763
JAL61,LAX,NRT,B77W
JAL624,KMJ,HND,B738
JAL627,HND,KMJ,B763
JAL645,HND,KOJ,B763
JAL663,HND,OIT,B738
JAL664,OIT,HND,B738
JAL67,SEA,NRT,B789
JAL689,HND,KMI,E190
JAL690,KMI,HND,B738
JAL7,BOS,NRT,B789
JAL708,BKK,NRT,B77W
JAL712,SIN,NRT,B788
JAL720,CGK,NRT,B789
JAL73,HNL,HND,B789
JAL741,NRT,MNL,B788
JAL750,SGN,NRT,B788
JAL774,MEL,NRT,B788
JAL783,HNL,NRT,B763
JAL8009,ORD,NRT,B77W
JAL8010,NRT,ORD,B789
JAL8011,DFW,NRT,B789
JAL829,NRT,DLC,B789
JAL87,HND,CAN,B788
JAL873,NRT,PVG,B77W
JAL902,OKA,HND,A359
JAL907,HND,OKA,A359
JAL909,HND,OKA,B772
JAL913,HND,OKA,A359
JAL97,HND,TSA,B788
JAL972,ISG,HND,B763
JAP7231,PIU,LIM,A20N
JAT1002,AEP,SCL,A20N
JAT215H,UKB,KCZ,BE58
JAT29,ANF,SCL,A320
JAT295,IQQ,CCP,A320
JAT401,LIM,SCL,A21N
JAT413,AQP,SCL,A320
JAT650,SCL,CLO,A20N
JBU100,LAX,FLL,A321
JBU1003,EWR,SDQ,A320
JBU1005,JFK,PDX,A320
JBU101,BUF,JFK,E190
JBU1012,ORD,BOS,BCS3
JBU1016,PUJ,EWR,A320
JBU102,JFK,BUF,E190
JBU1027,BOS,BWI,E190
JBU1030,JFK,BOS,E190
JBU1052,SJU,TPA,A320
JBU1068,PBI,HPN,E190
JBU1075,PVD,MCO,A320
JBU1086,DTW,BOS,A320
JBU1094,AUS,JFK,A320
JBU1099,BOS,JFK,A320
JBU1110,SDQ,JFK,A21N
JBU1114,JFK,BOS,A321
JBU1124,LAX,JFK,A321
JBU1183,JFK,MCO,A21N
JBU1197,PVD,FLL,A321
JBU1211,JFK,LAS,A321
JBU1223,JFK,LAX,A321
JBU1231,BOS,LGA,E190
JBU1237,BOS,DTW,A320
JBU1238,AUS,BOS,BCS3
JBU1240,JFK,BOS,E190
JBU1277,JFK,JAX,A320
JBU1284,MCO,JFK,A320
JBU1295,JFK,AUS,A320
JBU1302,PHX,BOS,A320
JBU1323,BOS,PBI,A320
JBU1328,JFK,GUA,A320
JBU1348,SJU,DCA,A321
JBU135,JFK,PHX,A320
JBU1388,BOS,BOS,A321
JBU1398,BOS,PDX,BCS3
JBU1432,LGA,BOS,E190
JBU1433,MCO,SJU,A320
JBU1448,LAS,JFK,A321
JBU1466,CLT,BOS,A320
JBU1482,BOS,BOS,A320
JBU1484,RDU,BOS,BCS3
JBU1498,DEN,JFK,A320
JBU1524,LAX,JFK,A321
JBU1536,STI,JFK,A320
JBU1573,EWR,LAX,A321
JBU161,JFK,SMF,A321
JBU1623,JFK,LAX,A321
JBU1631,BOS,LGA,E190
JBU1652,MCO,BOS,A321
JBU1700,LAX,FLL,A321
JBU1701,JFK,FLL,A320
JBU1723,JFK,LAX,A321
JBU1730,RSW,JFK,A320
JBU1747,LGA,SAV,E190
JBU1760,KIN,JFK,A321
JBU1761,LGA,PBI,E190
JBU1769,JFK,GYE,A21N
JBU1818,POS,JFK,A320
JBU1825,FLL,LIM,A21N
JBU1858,AUA,JFK,A320
JBU187,BOS,LAX,A21N
JBU188D,BNA,LGA,A320
JBU19,BOS,SAN,A321
JBU190,SAN,JFK,A321
JBU1901,BUF,JFK,E190
JBU1936,STI,JFK,A321
JBU194,STI,EWR,A320
JBU1946,FLL,JFK,A21N
JBU1965,JFK,GEO,A21N
JBU197,BOS,SEA,A321
JBU206,BNA,BOS,A320
JBU2073,EWR,LAX,A321
JBU2098,PVR,JFK,A320
JBU2104,BOS,LGW,A21N
JBU2105,BOS,TPA,A321
JBU2116,SFO,JFK,A321
JBU2136,PHX,JFK,A320
JBU2186,PIT,BOS,E190
JBU2193,JFK,MIA,A320
JBU2202,FLL,JFK,A320
JBU2230,BOS,BOS,BCS3
JBU225,JFK,TPA,A320
JBU2300,LAX,JFK,A321
JBU2364,MCI,BOS,BCS3
JBU237,JFK,STI,A320
JBU2495,EWR,MIA,A320
JBU252,RSW,HPN,E190
JBU2523,DCA,MCO,E190
JBU2534,PBI,DCA,E190
JBU2585,JFK,RDU,A320
JBU263,JFK,SEA,A321
JBU2692,MIA,JFK,A320
JBU2754,DCA,BOS,E190
JBU284,MCO,JFK,A321
JBU2851,FLL,UIO,A320
JBU290,SAN,JFK,A21N
JBU305,EWR,FLL,A320
JBU316,ATL,BOS,A320
JBU333,BOS,SFO,A321
JBU355,JFK,ONT,A21N
JBU359,JFK,BUR,A320
JBU364,SEA,JFK,A320
JBU386,RDU,JFK,A320
JBU394,DEN,BOS,A321
JBU400,MSY,BOS,A320
JBU416,SFO,JFK,A321
JBU417,JFK,MSP,E190
JBU43,JFK,LGW,A21N
JBU447,BOS,LAS,A321
JBU448,LAS,JFK,A320
JBU462,BOS,BOS,A321
JBU491,BUF,LAX,A320
JBU494,MCO,EWR,A320
JBU499,LGA,MCO,A320
JBU534,SFO,BOS,A321
JBU536,LAX,SFO,A320
JBU541,BOS,CLE,A320
JBU571,LGA,FLL,A320
JBU572,FLL,LGA,A320
JBU576,MSY,JFK,A320
JBU580,MBJ,JFK,A320
JBU603,JFK,YVR,A320
JBU607,FLL,LAS,A321
JBU615,JFK,SFO,A321
JBU618,MSP,JFK,E190
JBU620,SAN,BOS,A321
JBU623,JFK,LAX,A321
JBU633,BOS,SFO,A321
JBU640,BOS,BOS,A320
JBU645,JFK,DTW,E190
JBU647,BOS,SLC,BCS3
JBU65,JFK,ABQ,A320
JBU652,RDU,BOS,BCS3
JBU659,ROC,JFK,E190
JBU662,BGI,JFK,A320
JBU669,JFK,SJC,A320
JBU695,HPN,MCO,A320
JBU699,LGA,MCO,A320
JBU7,JFK,LHR,A21N
JBU703,JFK,SJU,A320
JBU706,FLL,EWR,A320
JBU71,JFK,SLC,A320
JBU711,JFK,LAS,A320
JBU726,BWI,BOS,E190
JBU735,BOS,SFO,A321
JBU753,JFK,PBI,A320
JBU769,BOS,FLL,A320
JBU777,BOS,LAS,A320
JBU786,MIA,LAX,A321
JBU81,JFK,RNO,A320
JBU814,FLL,HPN,A320
JBU823,JFK,LAX,A321
JBU828,MCO,EWR,A320
JBU834,SFO,BOS,A321
JBU836,MSP,BOS,BCS3
JBU877,BOS,LAX,A321
JBU882,UVF,JFK,A320
JBU883,JFK,MCO,A320
JBU89,JFK,SAN,A321
JBU915,JFK,SFO,A321
JBU918,JFK,BOS,E190
JBU921,BOS,SJU,A320
JBU943,RNO,LAX,A320
JBU967,HPN,PBI,E190
JBU97,JFK,DEN,A320
JBU974,AUA,BOS,A321
JBU983,BOS,RDU,BCS3
JBU998,MCO,LGA,A320
JCM458,BNA,ORL,BE40
JES3269,COR,AEP,A320
JES3396,AEP,IGR,A320
JES3493,SLA,AEP,A320
JIA5025,DCA,JAN,CRJ9
JIA5029,PHL,ROC,CRJ7
JIA5032,PHL,BTV,CRJ9
JIA5051,CLT,TYS,CRJ9
JIA5058,CLT,LFT,CRJ7
JIA5068,PHL,BUF,CRJ9
JIA5083,PHL,DTW,CRJ7
JIA5115,PHL,GSO,CRJ7
JIA5152,CLT,HPN,CRJ7
JIA5172,DCA,DCA,CRJ9
JIA5175,CLT,DSM,CRJ9
JIA5212,CLT,BTR,CRJ9
JIA5215,DCA,HSV,CRJ7
JIA5240,CLT,SBN,CRJ7
JIA5286,DCA,DSM,CRJ9
JIA5318,CLT,BHM,CRJ9
